sales_sk,invoice_dt_sk,customer_no,cases,unit_price,ext_net,ext_cost,ext_participation,cqd_amt,order_no,invoice_no,site,item_no,sales_channel,order_status,shipment_date,delivery_date,customer_type,sales_rep_id
29-0000001-0007672-1-020501,2022-10-28,29-0000001,36,56,24192,21773,1089,1089,7659,7672,29,20501,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
01-0000015-0002077-1-020501,2023-03-25,01-0000015,36,56,24192,21773,1089,1306,2064,2077,1,20501,Online,Canceled,-,-,Returning,2043
14-0000001-0006059-1-020501,2022-03-05,14-0000001,44,56,29568,26612,1331,2661,6046,6059,14,20501,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
01-0000006-0006715-1-020501,2023-09-03,01-0000006,44,56,29568,26612,532,2661,6702,6715,1,20501,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
16-0000002-0001826-1-020501,2022-12-13,16-0000002,1,56,672,605,42,42,1813,1826,16,20501,Online,Completed,2024-02-01,2024-02-05,New,2021
01-0000002-0006320-1-020501,2023-03-28,01-0000002,1,56,672,605,30,48,6307,6320,1,20501,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
16-0000002-0001806-1-020501,2023-10-25,16-0000002,1,56,672,605,30,30,1793,1806,16,20501,In-Store,Pending,-,-,Returning,2023
29-0000001-0006171-1-020501,2022-11-06,29-0000001,9,56,6048,5444,109,327,6158,6171,29,20501,Online,Completed,2024-02-04,2024-02-08,Business,2024
12-0000010-0001745-1-020501,2023-12-09,12-0000010,9,56,6048,5444,544,490,1732,1745,12,20501,Mobile App,Canceled,-,-,New,2025
17-0000001-0001882-1-020501,2024-01-31,17-0000001,9,56,6048,5444,381,490,1869,1882,17,20501,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
04-0000003-0002747-1-020501,2022-12-14,04-0000003,17,56,11424,10282,514,1028,2734,2747,4,20501,Online,Completed,2024-02-07,2024-02-11,Returning,2027
01-0000002-0007665-1-020501,2022-02-17,01-0000002,25,56,16800,15120,1058,1058,7652,7665,1,20501,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000060-0001289-1-020501,2023-02-14,01-0000060,25,56,16800,15120,605,1210,1277,1289,1,20501,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
01-0000007-0007624-1-020501,2022-12-25,01-0000007,33,56,22176,19959,998,1597,7611,7624,1,20501,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
01-0000002-0001940-1-020501,2023-01-29,01-0000002,33,56,22176,19959,1996,1796,1927,1940,1,20501,Online,Completed,2024-02-12,2024-02-16,Returning,2031
11-0000001-0005058-1-020501,2023-03-05,11-0000001,41,56,27552,24797,2480,2480,5045,5058,11,20501,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
21-0000006-0000965-1-020501,2022-01-20,21-0000006,49,56,32928,29636,593,2075,954,965,21,20501,In-Store,Canceled,-,-,VIP,2033
29-0000002-0008073-1-020501,2022-03-29,29-0000002,49,56,32928,29636,1482,2667,8060,8073,29,20501,Online,Completed,2024-02-15,2024-02-19,Business,2034
39-0000002-0004035-1-020501,2022-10-28,39-0000002,49,56,32928,29636,2075,2667,4022,4035,39,20501,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
04-0000001-0005728-1-020501,2023-09-20,04-0000001,49,56,32928,29636,889,2964,5715,5728,4,20501,In-Store,Pending,-,-,New,2036
23-0000001-0004743-1-020501,2022-02-28,23-0000001,6,56,4032,3629,109,181,4730,4743,23,20501,Online,Completed,2024-02-18,2024-02-22,VIP,2037
39-0000001-0003894-1-020501,2023-04-13,39-0000001,6,56,4032,3629,145,327,3881,3894,39,20501,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
32-0000001-0003837-1-020501,2022-06-18,32-0000001,14,56,9408,8468,169,508,3824,3837,32,20501,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
29-0000006-0000396-1-020501,2022-06-23,29-0000006,14,56,9408,8468,423,762,391,396,29,20501,Online,Completed,2024-02-21,2024-02-25,New,2040
06-0000001-0007355-1-020501,2022-12-24,06-0000001,14,56,9408,8468,593,847,7342,7355,6,20501,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
18-0000001-0006542-1-020501,2023-07-14,18-0000001,14,56,9408,8468,169,762,6529,6542,18,20501,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
02-0000002-0001417-1-020501,2024-01-11,02-0000002,14,56,9408,8468,254,508,1404,1417,2,20501,Online,Canceled,-,-,Returning,2043
01-0000004-0007567-1-020501,2022-08-09,01-0000004,22,56,14784,13306,532,1331,7554,7567,1,20501,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
08-0000002-0000245-1-020501,2022-05-07,08-0000002,30,56,20160,18144,726,1270,240,245,8,20501,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
12-0000002-0003353-1-020501,2022-06-17,12-0000002,30,56,20160,18144,726,907,3340,3353,12,20501,Online,Completed,2024-02-27,2024-03-03,Business,2046
12-0000010-0001709-1-020501,2023-06-10,12-0000010,30,56,20160,18144,907,1452,1696,1709,12,20501,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
04-0000006-0002829-1-020501,2023-06-19,04-0000006,30,56,20160,18144,907,1814,2816,2829,4,20501,In-Store,Pending,-,-,New,2048
17-0000002-0008094-1-020501,2023-06-21,17-0000002,30,56,20160,18144,1270,1814,8081,8094,17,20501,Online,Completed,2024-03-02,2024-03-06,VIP,2049
38-0000002-0003903-1-020501,2023-10-02,38-0000002,30,56,20160,18144,363,1270,3890,3903,38,20501,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
02-0000004-0005208-1-020501,2022-03-25,02-0000004,38,56,25536,22983,460,2298,5195,5208,2,20501,Online,Completed,2024-01-02,2024-01-05,Returning,2001
01-0000048-0007666-1-020501,2023-07-03,01-0000048,38,56,25536,22983,919,1379,7653,7666,1,20501,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
29-0000002-0006890-1-020501,2023-10-21,29-0000002,38,56,25536,22983,460,1839,6877,6890,29,20501,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
16-0000001-0003203-1-020501,2023-01-08,16-0000001,46,56,30912,27821,835,1669,3190,3203,16,20501,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
01-0000012-0000523-1-020501,2023-08-30,01-0000012,46,56,30912,27821,556,2782,512,523,1,20501,Online,Completed,2024-01-08,2024-01-12,New,2005
01-0000003-0005099-1-020501,2022-11-24,01-0000003,3,56,2016,1815,54,91,5086,5099,1,20501,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
34-0000005-0005887-1-020501,2023-04-03,34-0000005,3,56,2016,1815,36,91,5874,5887,34,20501,Online,Canceled,-,-,Business,2007
35-0000001-0004566-1-020501,2022-02-24,35-0000001,11,56,7392,6653,466,599,4553,4566,35,20501,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
08-0000001-0004856-1-020501,2023-02-25,08-0000001,11,56,7392,6653,466,333,4843,4856,8,20501,In-Store,Completed,2024-01-13,2024-01-17,New,2009
18-0000006-0000620-1-020501,2023-09-02,18-0000006,11,56,7392,6653,665,532,609,620,18,20501,Online,Completed,2024-01-15,2024-01-18,VIP,2010
04-0000006-0002578-1-020501,2023-10-15,04-0000006,11,56,7392,6653,466,399,2565,2578,4,20501,Mobile App,Pending,-,-,Returning,2011
01-0000048-0007887-1-020501,2022-01-08,01-0000048,19,56,12768,11492,1149,1034,7874,7887,1,20501,Online,Completed,2024-01-18,2024-01-22,Business,2012
38-0000001-0004594-1-020501,2022-05-04,38-0000001,19,56,12768,11492,1149,919,4581,4594,38,20501,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
21-0000005-0000930-1-020501,2022-07-31,21-0000005,27,56,18144,16330,327,1143,919,930,21,20501,Online,Returned,2024-01-21,2024-01-24,Returning,2014
34-0000004-0000420-1-020501,2022-08-31,34-0000004,27,56,18144,16330,653,1633,415,420,34,20501,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
39-0000001-0004402-1-020501,2022-08-29,39-0000001,35,56,23520,21168,2117,1058,4389,4402,39,20501,Online,Completed,2024-01-24,2024-01-28,Returning,2016
17-0000001-0001867-1-020501,2023-08-06,17-0000001,35,56,23520,21168,847,1693,1854,1867,17,20501,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
28-0000001-0007528-1-020501,2023-09-15,28-0000001,35,56,23520,21168,847,2117,7515,7528,28,20501,In-Store,Completed,2024-01-26,2024-01-30,New,2018
20-0000001-0006460-1-020501,2022-06-18,20-0000001,43,56,28896,26007,1040,1300,6447,6460,20,20501,Online,Completed,2024-01-28,2024-02-01,Business,2019
29-0000003-0003591-1-020501,2023-10-08,29-0000003,43,56,28896,26007,520,1300,3578,3591,29,20501,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
12-0000006-0000282-1-020502,2022-08-13,12-0000006,32,46,17664,15898,1590,1590,277,282,12,20502,Online,Completed,2024-02-01,2024-02-05,New,2021
01-0000011-0000494-1-020502,2023-03-22,01-0000011,32,46,17664,15898,1113,954,484,494,1,20502,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
32-0000001-0003924-1-020502,2024-01-04,32-0000001,32,46,17664,15898,1590,795,3911,3924,32,20502,In-Store,Pending,-,-,Returning,2023
02-0000003-0002469-1-020502,2024-01-08,02-0000003,32,46,17664,15898,636,1590,2456,2469,2,20502,Online,Completed,2024-02-04,2024-02-08,Business,2024
24-0000001-0004729-1-020502,2022-10-10,24-0000001,13,46,7176,6459,323,452,4716,4729,24,20502,Mobile App,Canceled,-,-,New,2025
01-0000043-0000591-1-020502,2022-02-13,01-0000043,45,46,24840,22356,447,1118,580,591,1,20502,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
01-0000023-0002270-1-020502,2022-03-08,01-0000023,45,46,24840,22356,1565,1788,2257,2270,1,20502,Online,Completed,2024-02-07,2024-02-11,Returning,2027
32-0000005-0003697-1-020502,2023-07-17,32-0000005,45,46,24840,22356,1565,1341,3684,3697,32,20502,Online,Returned,2024-02-08,2024-02-12,New,2028
37-0000001-0006942-1-020502,2022-05-15,37-0000001,26,46,14352,12917,904,904,6929,6942,37,20502,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
04-0000007-0000230-1-020502,2022-08-17,04-0000007,26,46,14352,12917,258,1163,225,230,4,20502,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
01-0000049-0000175-1-020502,2022-09-15,01-0000049,26,46,14352,12917,1292,775,171,175,1,20502,Online,Completed,2024-02-12,2024-02-16,Returning,2031
28-0000002-0007968-1-020502,2022-11-13,28-0000002,7,46,3864,3478,348,313,7955,7968,28,20502,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
29-0000001-0006432-1-020502,2023-02-28,29-0000001,7,46,3864,3478,139,243,6419,6432,29,20502,In-Store,Canceled,-,-,VIP,2033
04-0000006-0002707-1-020502,2022-06-01,04-0000006,20,46,11040,9936,397,894,2694,2707,4,20502,Online,Completed,2024-02-15,2024-02-19,Business,2034
02-0000004-0005385-1-020502,2022-10-28,02-0000004,20,46,11040,9936,199,696,5372,5385,2,20502,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
24-0000001-0005393-1-020502,2024-02-08,24-0000001,20,46,11040,9936,199,596,5380,5393,24,20502,In-Store,Pending,-,-,New,2036
34-0000006-0004016-1-020502,2022-04-13,34-0000006,1,46,552,497,20,45,4003,4016,34,20502,Online,Completed,2024-02-18,2024-02-22,VIP,2037
18-0000005-0006322-1-020502,2022-06-07,18-0000005,1,46,552,497,20,50,6309,6322,18,20502,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
15-0000002-0005931-1-020502,2023-05-10,15-0000002,1,46,552,497,35,45,5918,5931,15,20502,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
29-0000004-0005027-1-020502,2023-08-05,29-0000004,1,46,552,497,20,40,5014,5027,29,20502,Online,Completed,2024-02-21,2024-02-25,New,2040
04-0000006-0002635-1-020502,2023-12-22,04-0000006,1,46,552,497,25,30,2622,2635,4,20502,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
01-0000002-0004698-1-020502,2024-01-30,01-0000002,1,46,552,497,25,45,4685,4698,1,20502,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
11-0000002-0003281-1-020502,2023-02-21,11-0000002,33,46,18216,16395,820,1640,3268,3281,11,20502,Online,Canceled,-,-,Returning,2043
29-0000004-0003595-1-020502,2023-08-17,29-0000004,27,46,14904,13414,537,671,3582,3595,29,20502,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
01-0000033-0000122-1-020502,2022-05-15,01-0000033,8,46,4416,3975,199,199,118,122,1,20502,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
23-0000001-0005414-1-020502,2022-06-28,23-0000001,8,46,4416,3975,278,278,5401,5414,23,20502,Online,Completed,2024-02-01,2024-02-05,New,2021
21-0000006-0001172-1-020502,2022-11-04,21-0000006,8,46,4416,3975,119,318,1161,1172,21,20502,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
01-0000027-0000055-1-020502,2022-12-27,01-0000027,8,46,4416,3975,278,318,52,55,1,20502,In-Store,Pending,-,-,Returning,2023
21-0000003-0004988-1-020502,2022-01-30,21-0000003,40,46,22080,19872,397,1391,4975,4988,21,20502,Online,Completed,2024-02-04,2024-02-08,Business,2024
13-0000001-0004486-1-020502,2023-05-02,13-0000001,40,46,22080,19872,596,1192,4473,4486,13,20502,Mobile App,Canceled,-,-,New,2025
19-0000001-0004953-1-020502,2023-05-24,19-0000001,40,46,22080,19872,1987,994,4940,4953,19,20502,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
24-0000001-0007873-1-020502,2022-02-03,24-0000001,21,46,11592,10433,730,730,7860,7873,24,20502,Online,Completed,2024-02-07,2024-02-11,Returning,2027
02-0000002-0001404-1-020502,2022-04-05,02-0000002,21,46,11592,10433,522,1043,1391,1404,2,20502,Online,Returned,2024-02-08,2024-02-12,New,2028
04-0000004-0007842-1-020502,2023-01-18,04-0000004,34,46,18768,16892,676,1351,7829,7842,4,20502,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
32-0000004-0003674-1-020502,2022-05-15,32-0000004,15,46,8280,7452,224,522,3661,3674,32,20502,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
38-0000001-0003734-1-020502,2023-05-21,38-0000001,15,46,8280,7452,373,447,3721,3734,38,20502,Online,Completed,2024-02-12,2024-02-16,Returning,2031
04-0000003-0005683-1-020502,2023-11-23,04-0000003,15,46,8280,7452,298,596,5670,5683,4,20502,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
11-0000001-0003126-1-020502,2022-09-02,11-0000001,28,46,15456,13911,556,696,3113,3126,11,20502,In-Store,Canceled,-,-,VIP,2033
22-0000001-0003526-1-020502,2022-12-13,22-0000001,28,46,15456,13911,696,1252,3513,3526,22,20502,Online,Completed,2024-02-15,2024-02-19,Business,2034
39-0000001-0004713-1-020502,2022-05-19,39-0000001,9,46,4968,4472,447,402,4700,4713,39,20502,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
01-0000003-0001960-1-020502,2022-07-20,01-0000003,9,46,4968,4472,134,402,1947,1960,1,20502,In-Store,Pending,-,-,New,2036
17-0000002-0003179-1-020502,2022-10-06,17-0000002,9,46,4968,4472,447,224,3166,3179,17,20502,Online,Completed,2024-02-18,2024-02-22,VIP,2037
38-0000002-0003907-1-020502,2023-07-03,38-0000002,9,46,4968,4472,313,358,3894,3907,38,20502,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
29-0000002-0003566-1-020502,2023-02-12,29-0000002,41,46,22632,20369,815,1833,3553,3566,29,20502,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
14-0000001-0008161-1-020502,2023-07-24,14-0000001,41,46,22632,20369,1426,1018,8148,8161,14,20502,Online,Completed,2024-02-21,2024-02-25,New,2040
34-0000006-0006479-1-020502,2022-09-08,34-0000006,22,46,12144,10930,1093,656,6466,6479,34,20502,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
13-0000001-0004501-1-020502,2023-05-15,13-0000001,3,46,1656,1491,45,104,4488,4501,13,20502,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
21-0000006-0001054-1-020502,2022-08-17,21-0000006,35,46,19320,17388,348,1565,1043,1054,21,20502,Online,Canceled,-,-,Returning,2043
13-0000001-0007051-1-020502,2023-07-19,13-0000001,35,46,19320,17388,522,1739,7038,7051,13,20502,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
01-0000012-0000532-1-020502,2022-11-15,01-0000012,16,46,8832,7949,556,715,521,532,1,20502,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
21-0000005-0000839-1-020502,2023-04-15,21-0000005,16,46,8832,7949,318,556,828,839,21,20502,Online,Completed,2024-02-27,2024-03-03,Business,2046
25-0000001-0005323-1-020502,2023-08-29,25-0000001,16,46,8832,7949,795,715,5310,5323,25,20502,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
01-0000036-0005545-1-020502,2022-04-28,01-0000036,48,46,26496,23847,715,2385,5532,5545,1,20502,In-Store,Pending,-,-,New,2048
26-0000001-0003568-1-020502,2023-01-02,26-0000001,48,46,26496,23847,1192,1431,3555,3568,26,20502,Online,Completed,2024-03-02,2024-03-06,VIP,2049
13-0000001-0007324-1-020502,2023-03-03,13-0000001,48,46,26496,23847,477,2385,7311,7324,13,20502,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
01-0000002-0001947-1-020502,2022-01-14,01-0000002,29,46,16008,14408,576,1441,1934,1947,1,20502,Online,Completed,2024-01-02,2024-01-05,Returning,2001
21-0000002-0006579-1-020502,2023-10-18,21-0000002,29,46,16008,14408,720,720,6566,6579,21,20502,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
01-0000003-0005569-1-020502,2023-05-05,01-0000003,10,46,5520,4968,149,447,5556,5569,1,20502,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
01-0000036-0005631-1-020502,2023-08-02,01-0000036,42,46,23184,20866,1461,1043,5618,5631,1,20502,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
21-0000005-0000880-1-020502,2022-03-08,21-0000005,23,46,12696,11427,229,1143,869,880,21,20502,Online,Completed,2024-01-08,2024-01-12,New,2005
01-0000001-0007560-1-020502,2023-01-16,01-0000001,23,46,12696,11427,457,571,7547,7560,1,20502,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
25-0000001-0007203-1-020502,2023-07-05,25-0000001,23,46,12696,11427,229,800,7190,7203,25,20502,Online,Canceled,-,-,Business,2007
32-0000002-0003688-1-020502,2023-08-27,32-0000002,23,46,12696,11427,229,1028,3675,3688,32,20502,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
01-0000048-0002375-1-020502,2023-11-13,01-0000048,23,46,12696,11427,800,914,2362,2375,1,20502,In-Store,Completed,2024-01-13,2024-01-17,New,2009
01-0000003-0004696-1-020502,2022-02-26,01-0000003,4,46,2208,1988,139,159,4683,4696,1,20502,Online,Completed,2024-01-15,2024-01-18,VIP,2010
08-0000005-0003078-1-020502,2022-02-15,08-0000005,36,46,19872,17885,715,1073,3065,3078,8,20502,Mobile App,Pending,-,-,Returning,2011
04-0000003-0005102-1-020502,2022-03-23,04-0000003,36,46,19872,17885,358,1073,5089,5102,4,20502,Online,Completed,2024-01-18,2024-01-22,Business,2012
04-0000005-0002648-1-020502,2022-06-16,04-0000005,36,46,19872,17885,1789,1252,2635,2648,4,20502,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
32-0000001-0004655-1-020502,2023-02-08,32-0000001,36,46,19872,17885,358,1789,4642,4655,32,20502,Online,Returned,2024-01-21,2024-01-24,Returning,2014
13-0000002-0003168-1-020502,2022-02-10,13-0000002,17,46,9384,8446,338,422,3155,3168,13,20502,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
01-0000057-0000549-1-020502,2022-06-27,01-0000057,17,46,9384,8446,169,676,538,549,1,20502,Online,Completed,2024-01-24,2024-01-28,Returning,2016
03-0000001-0001451-1-020502,2023-04-25,03-0000001,17,46,9384,8446,338,507,1438,1451,3,20502,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
08-0000007-0003020-1-020502,2023-05-02,08-0000007,17,46,9384,8446,845,507,3007,3020,8,20502,In-Store,Completed,2024-01-26,2024-01-30,New,2018
12-0000010-0001641-1-020502,2024-01-10,12-0000010,17,46,9384,8446,845,845,1628,1641,12,20502,Online,Completed,2024-01-28,2024-02-01,Business,2019
12-0000010-0001770-1-020502,2022-02-08,12-0000010,49,46,27048,24344,487,1704,1757,1770,12,20502,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
02-0000003-0005848-1-020502,2022-03-23,02-0000003,30,46,16560,14904,298,745,5835,5848,2,20502,Online,Completed,2024-02-01,2024-02-05,New,2021
21-0000006-0001187-1-020502,2022-05-21,21-0000006,30,46,16560,14904,745,745,1176,1187,21,20502,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
01-0000005-0006896-1-020502,2023-07-11,01-0000005,30,46,16560,14904,745,1192,6883,6896,1,20502,In-Store,Pending,-,-,Returning,2023
04-0000003-0002525-1-020502,2022-03-06,04-0000003,43,46,23736,21363,1495,1495,2512,2525,4,20502,Online,Completed,2024-02-04,2024-02-08,Business,2024
12-0000010-0001566-1-020502,2022-04-12,12-0000010,43,46,23736,21363,1068,1495,1553,1566,12,20502,Mobile App,Canceled,-,-,New,2025
